Contig	Assembly_with_MEGAHIT/fw0 Mean	Assembly_with_MEGAHIT/fw1 Mean
k141_9232	20.104895	65.76457
k141_6705	98.041664	1234.9166
k141_9233	187.40327	204.76294
k141_13373	215.00777	0
k141_17905	0	55.323246
k141_13374	36.23256	11.573644
k141_17906	59.711956	124.08152
k141_17907	25.620321	53.743317
k141_6706	4250.924	7052.4146
k141_9235	1.3397359	173.82472
k141_6707	5.4468083	36.929077
k141_17908	3.6431372	44.984314
k141_9236	1.1388888	21.189816
k141_9237	1063.6024	156.06024
k141_17909	33.93182	21.39394
k141_6710	0	74.08416
k141_9238	4.358333	25.741667
k141_2670	4509.152	6925.6357
k141_6712	2.8362572	347.18713
k141_17910	0	10.082569
k141_9239	24.714285	85.330826
k141_2671	2734.542	4429.527
k141_17911	0	46.257813
k141_6714	0	3.1327014
k141_2672	0	6.0416665
k141_17913	35.28313	689.5
k141_6716	93.439026	745.6585
k141_9241	35.726563	20.351563
k141_6717	53.10569	85.02846
k141_13375	90.0076	396.7149
k141_17914	4.9533334	107.60889
k141_2673	0	8.5095625
k141_13376	0	4.106007
k141_2675	0.32692307	115.35256
k141_13377	20.475863	233.30345
k141_9243	283.881	1049.4746
k141_17915	0.67451525	9.800554
k141_2677	1.4610778	0.96407187
k141_9244	6.3305087	53.66949
k141_17916	0	39.598484
k141_13379	42.31579	431.53946
k141_9245	77.06338	366.10562
k141_13380	19.783583	36.544777
k141_2679	35.57742	273.4
k141_17917	81.8	1022.6941
k141_17918	0	3.4032848
k141_17919	0	2.588889
k141_2686	4.16129	58.174194
k141_17921	4.162011	0.6201117
k141_9246	2.2843328	14.5222435
k141_9247	12.4581	243.6704
k141_17922	48.337208	607.202
k141_2687	179.18091	520.55176
k141_17923	6.675676	108.85135
k141_17924	1.8833333	130.5
k141_2689	7.5666666	212.04666
k141_17925	35.657143	458.94287
k141_17926	84.09244	15.092437
k141_17927	3.752322	5.405573
k141_17928	0	15.676856
k141_17929	0.4494382	3.6404495
k141_2691	15.512698	1001.10156
k141_17930	0.60714287	0.60714287
k141_9248	858.3877	1146.2246
k141_2692	23.857143	37.535713
k141_17931	33.20968	190.93549
k141_9249	0	24.745098
k141_2693	4.226994	52.8773
k141_17932	0	3.136612
k141_9250	21.057142	68.07619
k141_9251	5.0826445	19.11157
k141_15413	3017.4978	262.66867
k141_2695	0	2.1730769
k141_15414	100.22727	897.3939
k141_2696	135.14536	1219.6976
k141_2699	21.894117	47.55294
k141_2700	23.421429	467.74643
k141_2701	7.0898876	96.67416
k141_9252	312.61392	1250.1407
k141_9253	0	3.2344015
k141_9254	0	3.173139
k141_9255	112.13523	153.97153
k141_9256	28.544777	210.33955
k141_9258	0	74.25862
k141_9259	0	3.0833333
k141_9260	2.1341853	5.322684
k141_20008	3653.4111	5842.6807
k141_20009	51.517242	398.13794
k141_20010	3.410959	42.39726
k141_20011	23.870079	31.066929
k141_20012	70.46667	353.55334
k141_20014	0.7078652	54.21348
k141_2702	4.6643734	7.3659215
k141_20015	7983.225	13130.76
k141_20016	0	2.6163793
k141_2703	0.4401914	4.5741625
k141_17933	619.9205	0
k141_17934	61.809162	196.9542
k141_17936	1.3322314	26.062809
k141_2704	0	11.429126
k141_20017	3544.9043	5623.8926
k141_2705	1.6996198	43.193916
k141_17939	41.512627	647.6869
k141_20019	6.778626	20.839695
k141_2706	61.414967	513.7347
k141_17940	34.261906	153.60715
k141_20020	9.964286	81.32143
k141_2709	0	7.8235292
k141_20022	8.244898	451.45407
k141_20023	82.2406	361.0376
k141_17942	3537.047	760.11804
k141_20024	0	20.213741
k141_17943	30.183207	114.9771
k141_17946	185.32259	312.46774
k141_17947	17	138.66667
k141_539	3885.397	6230.0977
k141_17948	166.21071	1135.6288
k141_20026	2437.1956	2294.7068
k141_17949	42.515152	289.74243
k141_540	10.278688	334.22952
k141_17950	46	97.30769
k141_20027	41.767773	644.9384
k141_541	432.74698	221.66264
k141_17952	9.916031	126.30534
k141_20028	25.296297	49.398148
k141_20029	24.898148	18.518518
k141_542	27.668224	23.878504
k141_17954	19.953125	22.984375
k141_20031	82.314285	1485.64
k141_17955	3714.8662	6360.192
k141_20032	22.8125	416.98865
k141_17957	1.0960453	8.050847
k141_20033	52.182354	326.04117
k141_13381	569.78723	0
k141_17959	0.7394958	3.1092436
k141_13382	18.103773	336.16037
k141_13383	15.320611	305.66412
k141_13384	0.7977528	76.53933
k141_17961	393.24826	978.6319
k141_13385	0.32939035	51.388535
k141_13386	3.243421	31.467106
k141_13387	19.212723	55.20676
k141_17962	2826.4404	1784.6724
k141_13388	43.75	59.34722
k141_17963	30.895239	46.02381
k141_13389	0	160.73134
k141_17964	5.811594	100.26087
k141_13390	7.4931507	245.96576
k141_17965	1.7518797	254.66165
k141_20034	2220.6587	1454.1049
k141_17966	3.7804878	338.19513
k141_17967	14.506667	19.08
k141_13392	3.3055556	179.89583
k141_17968	5.4353743	201.72789
k141_20037	0.13402061	7.3814435
k141_13393	39.892857	354.26785
k141_13394	7	35.52
k141_20038	59.81967	135.48634
k141_20039	14.888889	284.83704
k141_13395	58.48855	292.36642
k141_20040	11.052631	63.12782
k141_13396	0	17.35484
k141_20041	1.4313725	2.9542484
k141_20042	11.436171	60.19149
k141_17969	230.37222	1568.4443
k141_546	2.0562031	28.369951
k141_548	0	2.8656716
k141_13397	68.61178	187.82236
k141_549	881.2013	682.40594
k141_550	15.642858	1.9821428
k141_13399	18.832787	217.36066
k141_13401	0.9239766	0.6666667
k141_15415	0	50.88212
k141_6718	727.1772	0
k141_13404	0.47639486	16.587982
k141_6719	19.745455	25.345455
k141_551	440.28558	726.9824
k141_13405	0	4.1589403
k141_11303	3834.219	5982.964
k141_6720	146.11363	1106.8636
k141_552	4.3485713	11.457143
k141_13406	22.64516	141.34839
k141_553	291.27084	533.7917
k141_6722	38.70707	231.87878
k141_13408	279.45978	1052.6437
k141_554	40.675533	238.30852
k141_6724	2372.5273	3794.0728
k141_13410	720.26666	217.10667
k141_555	58.564884	174.2061
k141_13411	125.12162	38.89189
k141_13412	9.261364	98.193184
k141_11304	0.18246235	11.599646
k141_556	105.02192	1482.3287
k141_13413	7.2529645	91.268776
k141_11305	8646.165	14538.62
k141_557	3.6903226	6.8580647
k141_13414	38.109756	488.86584
k141_11306	52.15116	126.88372
k141_559	47.568466	266.93774
k141_13415	37.542374	76.95593
k141_13416	4.025641	105.03419
k141_11309	0	22.077923
k141_15416	15.791937	102.32012
k141_560	0	43.6511
k141_15417	5.8494625	1.9623656
k141_561	1	13.735849
k141_15419	3.8095238	48.253967
k141_15421	0.57894737	24.699247
k141_11312	8751.639	13921.388
k141_11313	0	68.9771
k141_13418	0	11.615259
k141_11314	62.33482	782.56696
k141_15423	123.65489	699.1807
k141_11315	75	283.83432
k141_563	0	153.14311
k141_11317	17.578125	230.41406
k141_13420	0	49.08078
k141_11318	1.0674603	3.1468253
k141_13421	0	3.5487804
k141_564	0	3.1544118
k141_11320	2.1460674	10.292135
k141_13422	2.913793	1.8160919
k141_11321	2617.736	697.81946
k141_566	5.8	20.632257
k141_6726	0.19705527	72.45543
k141_13423	2.551657	19.559454
k141_6727	152.33766	323.88312
k141_13424	86.51538	543.1
k141_13427	2.3380282	41.126762
k141_569	2791.0403	597.43774
k141_13428	0	3.1756756
k141_570	0	386.22522
k141_571	0	6.3293414
k141_13429	0	2.713733
k141_13430	28.824	491.448
k141_13431	0	5.117391
k141_15424	0	43.704166
k141_13432	32.618557	143.59793
k141_15425	2.8333333	15.606061
k141_13433	77.28788	757.0227
k141_15426	1.6162791	11.796512
k141_13434	45.583332	89.229164
k141_13435	73.5314	944.4589
k141_6731	823.2536	0
k141_13436	66.53012	100.49397
k141_13437	1	11.16
k141_6732	56.642612	227.55327
k141_13438	44.543552	262.17422
k141_6733	1.1165644	0.13496932
k141_13439	4.237037	102.385185
k141_13440	83.349205	60.761906
k141_6734	0.7659575	25.294832
k141_6735	0	2.0874126
k141_6736	0	16.065218
k141_15428	0	8.521648
k141_6737	78.0687	169.51909
k141_6738	53.366413	206.99237
k141_572	2894.9436	2533.2087
k141_6739	45.787235	452.6383
k141_15429	14.12212	200.62903
k141_573	0	22.441177
k141_6741	33.473682	112.12281
k141_15431	1.9195403	14.4827585
k141_15432	4371.3	7252.62
k141_575	81.40976	0
k141_6744	6.041322	84.421486
k141_576	0	3.6280992
k141_13443	3326.1304	573.8507
k141_577	0	55
k141_11323	59.71561	17.29719
k141_13444	0.5855856	27.55856
k141_6745	72.915665	125.60542
k141_578	67.61875	513.46564
k141_11325	36.578033	153.6185
k141_579	15.345864	59.285713
k141_6746	230.01894	432.85794
k141_11328	26.644295	175.24161
k141_580	83.95694	642.32056
k141_6747	20.16279	87.34884
k141_11329	88.42538	207.49254
k141_15433	224.24413	471.31454
k141_581	0	8.85906
k141_11330	350.175	484.8
k141_582	0	12.336538
k141_15434	1.1631205	1.8439716
k141_583	19.11111	265.2963
k141_15435	0	94.10526
k141_11331	1263.4432	894.8315
k141_584	47.84884	356.88373
k141_11333	0	3.2236025
k141_11334	53.369698	40.242424
k141_6748	793.6159	160.20529
k141_6749	61.013332	317.97333
k141_11336	1561.7354	221.90686
k141_6750	37.553673	561.46893
k141_11338	3.3636363	1.4727273
k141_13445	64.369965	407.30615
k141_11341	92.21212	119.74026
k141_6752	0	6.5702972
k141_6753	1.0866873	1.3839009
k141_11342	0	2.3944724
k141_6754	0	2.6988418
k141_6755	235.46652	515.5961
k141_6756	21.21327	191.09479
k141_20043	5.4000826	9.409634
k141_17970	0	52.35544
k141_6758	167.58818	1138.604
k141_20044	12.888372	103.90233
k141_6759	0	8.35443
k141_17972	0.7763158	4.1710525
k141_17973	23.5	358.91177
k141_20046	1.4384236	22.827587
k141_20047	11.428104	91.51634
k141_6762	0	9.803922
k141_20048	0	1.8856448
k141_11343	135.4089	643.87964
k141_15436	0	45.873787
k141_585	1697.097	784.8126
k141_17974	1.4423529	41.633724
k141_11344	636.85645	0
k141_15438	3.871795	81.98718
k141_586	0	14.301527
k141_11345	4.752941	56.239216
k141_17977	2.609756	7.126829
k141_15440	61.886364	147.38637
k141_17978	6.851852	28.814816
k141_11346	1730.6687	712.3
k141_13446	4.108874	9.183857
k141_15441	0	2.7820513
k141_2710	4.1287103	7.033568
k141_13447	0.1875	96.5625
k141_588	2.5537384	285.14487
k141_11347	0	8.939394
k141_17980	0	2.1492538
k141_2711	0.6837607	17.307692
k141_11348	12.095541	8.312102
k141_589	131.84804	320.2598
k141_15442	0	3.7485929
k141_17982	114.63556	196.47112
k141_13448	2.1269841	3.5202823
k141_590	0	2.2692308
k141_2712	26.003922	48.380394
k141_2713	61.69173	197.03008
k141_15444	100.67978	644.2865
k141_2714	520.1894	479.43182
k141_17983	0.31685394	151.21573
k141_11349	7.3991714	469.0746
k141_13449	0.24175824	177.66594
k141_17984	16.214285	110.625
k141_2716	33.52	130.12
k141_11351	1.6315789	26.81579
k141_17985	0	2.5722892
k141_11353	0	0.40588236
k141_17988	80.82758	17.844828
k141_11354	2	15.5
k141_11355	20.910715	217.875
k141_11357	22.443983	259.5726
k141_2717	102.57442	287.70474
k141_11358	33.686813	284.12637
k141_591	6021.3125	9129.2295
k141_2718	1169.0144	627.6367
k141_11359	8.456693	130.55905
k141_592	44.594204	108.49275
k141_15445	0.051954478	45.04008
k141_593	72.64706	116.67647
k141_11361	62.63426	201.66203
k141_17990	26.066713	619.47675
k141_11362	0	6.193548
k141_11363	14.761905	14.511905
k141_17991	26.26087	116.13768
k141_597	14.617284	77.25926
k141_11364	35.12381	315.75238
k141_17992	40.72222	165.85185
k141_2719	3.8463302	45.21254
k141_17993	0	4.1814256
k141_11367	112.86702	471.72873
k141_15447	1.1555716	3.109262
k141_17994	97.28488	1338.5581
k141_17995	19.642857	317.89285
k141_17996	8.081301	416.02438
k141_11368	52.945187	1420.0282
k141_15448	7.21203	81.384964
k141_11369	19.267857	10
k141_17997	0	3.6616766
k141_15449	15.150602	53.006023
k141_11370	6.696629	236.30338
k141_2721	9.971025	13.698365
k141_17998	0	22.161291
k141_11371	82.0543	176.17647
k141_2722	40.393333	330.78665
k141_11372	4.28125	7.3958335
k141_15452	927.88837	221.51785
k141_17999	0	3.4797843
k141_599	171.78746	0
k141_2723	461.6316	92.09357
k141_11373	0	2.0887575
k141_11374	44.491665	151.075
k141_15456	39.76336	101.381676
k141_2724	109.18576	528.95355
k141_18002	33.747368	15.057895
k141_11375	0	2.436709
k141_600	70.429245	199.99057
k141_18003	54.82353	130.14285
k141_11377	10.809524	126.21769
k141_601	603.17065	884.2048
k141_11378	9.763948	1.6995708
k141_18005	0	2.1864407
k141_2725	0	4.364377
k141_602	128.16908	975.7222
k141_2726	36.698883	151.89963
k141_11381	63.47449	523.15814
k141_603	2.68018	33.54054
k141_11382	61.520832	524.0625
k141_18006	215.76398	0
k141_2727	0	3.5820513
k141_604	0	43.675957
k141_18007	0	23.317074
k141_18008	0	0
k141_605	20.474747	85.040405
k141_11384	200.34616	371.03296
k141_18009	1	4.111111
k141_606	60.18644	93.49152
k141_2728	8.078864	3.0788643
k141_18010	0	11.907408
k141_607	51.012196	56.43496
k141_2729	0.059375	5.58125
k141_11385	42.41623	55.3822
k141_11386	252.21582	248.84172
k141_18011	57.367424	589.38635
k141_608	7.866171	735.57623
k141_18012	45.807293	215.42708
k141_610	608.70776	979.6021
k141_611	0	3.36875
k141_2730	8036.0303	13006.847
k141_2731	203.66667	510.64
k141_2732	2377.1912	1038.739
k141_2734	0	2.977528
k141_18013	182.7834	0
k141_2735	56.214287	28.392857
k141_18014	89.52713	438.3101
k141_18016	5.670103	58.257732
k141_2738	0.14133333	1.208
k141_18017	15.846154	265.91345
k141_2739	22.848837	250.97675
k141_18018	0.1	0.64
k141_2740	28.934425	132.48634
k141_2742	18.481482	13.166667
k141_6763	3794.7517	5923.5103
k141_6767	123.8997	239.74164
k141_6768	52.085712	499.90714
k141_11387	4.5372877	4.330371
k141_11388	0	106.07407
k141_6769	0	3.1010454
k141_11390	28.484848	534.3788
k141_6770	389.05814	413.68314
k141_612	11.060556	561.4985
k141_6771	38.64246	63.50838
k141_2744	2334.9077	827.23816
k141_13450	0	43.153305
k141_2745	69.51825	666.9051
k141_11393	0	3.5608194
k141_2746	0	5.7192984
k141_11394	26.709923	256.41986
k141_615	50.02098	851.3893
k141_11396	93.86397	0
k141_617	0.9101124	0.40449437
k141_619	7776.1025	11681.165
k141_13451	6.317749	11.039826
k141_11397	8.723404	214.5474
k141_620	56.736042	71.16244
k141_13452	0	10.310606
k141_2747	4.245806	4.323851
k141_11399	25.15909	28.681818
k141_13453	0	2.2114093
k141_11400	211.43512	307.16794
k141_13454	79.06977	221.93799
k141_2749	0.24901186	4.521739
k141_2750	0.29651162	12.476745
k141_2751	1.5779817	19.866972
k141_18019	4.7489557	8.850116
k141_2753	1784.1454	2823.9883
k141_18020	61.44144	5.963964
k141_2754	11.328244	116.96183
k141_18021	18.597015	100.3806
k141_2755	0	12.536232
k141_2756	0	17.631207
k141_18024	11.177216	141.61392
k141_2758	848.87695	1316.9385
k141_18025	2.5517242	5.7586207
k141_13455	0.09345301	57.55755
k141_18026	0	4.5397725
k141_11401	2715.6917	2450.352
k141_2760	1.86875	4.08125
k141_18027	4	57.754387
k141_6773	175.50896	520.5007
k141_2762	35.619404	53.80597
k141_13456	168.17674	888.6093
k141_2763	82.51815	413.0429
k141_13458	1	23.462963
k141_13459	5.3846154	37.01923
k141_6774	5838.174	9937.335
k141_20050	0	10.774538
k141_6775	39.078125	193.13281
k141_13460	54.305344	391.01526
k141_11402	123.70085	230.90855
k141_11403	6.330827	31.225563
k141_6777	29.788733	23.169014
k141_13461	45.984375	206.9948
k141_11404	20.561905	101.14762
k141_13462	0.36	4.3933334
k141_20054	24.086506	80.802765
k141_11406	5.007519	27.691729
k141_6780	0.51428574	11.297959
k141_11408	29.092592	227.35185
k141_6781	0	2.0701754
k141_2764	0	34.467484
k141_20056	157.53448	1480.115
k141_11411	347.19327	565.7815
k141_13464	131.77011	1836.5607
k141_13466	0	75.62857
k141_6782	0	2.794278
k141_11412	5.148248	143.4744
k141_13467	6.9722223	43.675926
k141_11413	0.8679245	26.471699
k141_6783	0	2.1941748
k141_13468	0	38.22549
k141_20057	15.004301	37.352688
k141_11414	35.671757	380.99237
k141_6784	62.51485	478.9901
k141_13470	144.36842	358.7544
k141_11415	82.86054	1218.4524
k141_6785	79.887215	281.6842
k141_11416	13.59375	94.953125
k141_13471	7.6	44.808697
k141_11417	0	1.9657143
k141_6787	113.375	834.8047
k141_13475	34.427082	281.60938
k141_6790	58.244274	107.06489
k141_11419	15.991228	240.2807
k141_11421	21.081482	619.6963
k141_6792	100.580925	438.3208
k141_2765	1.3591331	481.5246
k141_11422	1469.3226	2161.75
k141_2766	0	15.346154
k141_6793	18.18481	262.41266
k141_6796	25.189394	65.36364
k141_20061	18.288794	184.82932
k141_6797	15.659091	44.901516
k141_20062	3.1648352	45.335163
k141_18028	0	49.330353
k141_18029	8.272	91.712
k141_20064	5.020202	300.0202
k141_6798	1.3798702	3.107143
k141_6799	0	3.2510822
k141_6800	43.91379	428.3793
k141_6802	9.962026	5.012658
k141_20065	408.8223	0
k141_18030	0	7.9757786
k141_18031	0	4.4130435
k141_20066	0	1
k141_18032	8	154.05661
k141_20068	162.59018	0
k141_20069	2.6744187	20.430233
k141_13476	4893.461	7429.3545
k141_13477	98.55837	1281.7258
k141_6803	0	48.357544
k141_13479	8.7651005	155.54362
k141_6805	0.24090908	179.77272
k141_6806	0	3.3188405
k141_13480	49.689896	395.28918
k141_13482	1.1038961	9.909091
k141_4803	3646.0188	5792.031
k141_13483	29.405607	139.21121
k141_20070	3.7679274	9.169425
k141_4805	34.39271	231.78543
k141_13484	18.932281	113.35179
k141_13485	0	3.0491803
k141_4806	0	53.999146
k141_13486	18.269663	331.46066
k141_13487	745.625	1160.2847
k141_13489	46.345863	43.263157
k141_20071	35.599148	228.61662
k141_20072	3.2293577	30.266054
k141_20073	29.876404	178.93259
k141_4807	0.08976261	8.045252
k141_20074	19.964285	125.59524
k141_13491	0	9.539841
k141_20075	123.21729	231.12149
k141_13492	28.934263	309.43027
k141_20077	39.404182	189.45296
k141_20079	15.768292	208.18292
k141_4808	216.67567	3057.802
k141_4809	754.0339	133.37288
k141_20080	129.0344	525.70764
k141_13495	0	3.54083
k141_4811	4.920973	14.069909
k141_13496	0	2.647355
k141_13497	25.272728	100.71591
k141_13498	198.82692	27.923077
k141_20081	3007.227	857.9247
k141_20082	89.84545	966.93634
k141_4815	110.48777	1431.6907
k141_20083	28.242153	174.50224
k141_4817	149.8125	1378.0823
k141_20084	138.16812	669.1471
k141_20086	19.788235	161.18823
k141_20087	86.70513	176.02563
k141_20088	61.614174	315.8504
k141_20091	111.46565	207.26718
k141_20092	111.09091	207.76515
k141_20093	30.666666	16.907408
k141_20094	15.066667	223.77777
k141_20100	30.779411	297.20587
k141_20101	122.54054	111.8018
k141_11423	1545.0472	1756.2987
k141_13499	3521.47	2342.8643
k141_20104	25.390978	705.6692
k141_13500	492.79245	112.68868
k141_11424	41.401573	191.4252
k141_20105	111.322914	382.4479
k141_11425	7.271605	46.197533
k141_20106	143.40625	663.2292
k141_15457	0.926413	27.310436
k141_13501	1.7260982	4.4392767
k141_11426	26.823204	249.62431
k141_20107	0	23.427673
k141_15458	0	3.2316384
k141_13502	0	5.083799
k141_20108	0.8952381	3.3714285
k141_13503	232.54556	584.3656
k141_15459	0	237.74295
k141_15460	44.8375	657.3812
k141_11427	5.927406	100.30444
k141_11429	30.37736	257.31445
k141_13504	257.0401	657.95605
k141_11430	14.636364	27.469696
k141_20109	91.312195	369.9914
k141_13506	0	1.3160378
k141_20111	2404.7175	1140.4054
k141_20112	7.6564884	99.53435
k141_11431	129.69014	1321.4529
k141_20113	8.550632	190.58228
k141_11432	0.6695652	54.84348
k141_6808	0.053882368	37.023594
k141_6809	54.716667	29.966667
k141_18033	0	59.99795
k141_6810	0	2.1979167
k141_18035	112.655174	620.1983
k141_11433	85.58671	145.76126
k141_20115	0.6904196	5.422803
k141_11435	9.231708	179.31708
k141_18037	27.56701	13.958763
k141_20116	3	50.511364
k141_15461	28.909304	373.76782
k141_11436	0	6.5545454
k141_6811	0	3.4632912
k141_18038	28.051283	139.48718
k141_20117	44.8	213.01967
k141_18039	0	7.0875
k141_11437	150.45892	1150.8584
k141_6813	0	3.3348837
k141_20118	0	42.49704
k141_18040	14.340137	30
k141_11438	0	59.844826
k141_6814	1.2880435	16.565218
k141_15464	211.09955	995.3759
k141_20119	0	19.5727
k141_11440	14.075145	14.965318
k141_18042	0	59.27778
k141_20120	1.6060606	43.575756
k141_6816	0.6666667	92.746666
k141_18044	62.935253	656.57556
k141_20121	8.061947	104.68142
k141_11442	39.7907	16.565891
k141_18045	1.0285715	79.98095
k141_6817	122.73196	535.7217
k141_11444	48.429577	133.99295
k141_11445	59.88158	353.73026
k141_18046	2.0305555	53.76389
k141_6818	141.6423	246.3577
k141_11446	1.3053892	0
k141_18048	23.792454	90.679245
k141_11447	4.597561	98.243904
k141_20122	3.7745283	1.2245283
k141_11448	49.04938	79.333336
k141_18049	10.458715	18.201836
k141_18051	16.116438	18.205479
k141_2767	0	51.25199
k141_18052	3.187251	25.36255
k141_11450	6.7637196	13.95122
k141_6819	278.1218	2016.03
k141_20123	21.707048	88.05727
k141_11451	34.31069	647.4176
k141_20124	15.278195	140.0376
k141_6820	0	3.2017543
k141_18054	27.396027	28.154966
k141_6821	0	29.31783
k141_18055	3.7333333	179.81334
k141_6822	3.9310346	183.2931
k141_18056	47.915943	322.70435
k141_2768	141.15114	1615.3949
k141_2770	27.42029	42.826088
k141_18057	1.3671148	25.145811
k141_18058	19.16	61.44
k141_2772	12.4862385	439.0734
k141_4818	647.804	0.016044823
k141_15466	133.6976	54.367588
k141_2775	9.339806	221.23302
k141_4819	49.518692	267.96262
k141_4820	10	49.044117
k141_2777	1.4540817	3.8520408
k141_4821	14.31	105.91
k141_2778	173.5509	33.556885
k141_15468	3352.6807	5673.7173
k141_6823	3.2642858	154.00188
k141_11452	19.768085	149.51033
k141_15469	192.46117	259.92233
k141_6824	59.247864	786.0171
k141_4823	1.992278	27
