Contig	Assembly_with_MEGAHIT/fw0 Mean	Assembly_with_MEGAHIT/fw1 Mean
k141_5089	0	46.495304
k141_19017	84.11793	419.37265
k141_3003	16.924242	75.181816
k141_19018	20.23664	161.229
k141_5090	22.965347	290.5396
k141_20588	11.246754	127.987015
k141_19019	0	3.2337663
k141_11862	0.05982906	5.2663817
k141_20589	0.4353234	35.10945
k141_7080	3211.7334	2927.078
k141_20590	24.578947	206.61842
k141_11864	3.13468	83.09428
k141_19020	47.9403	93.93177
k141_19021	0.275	29.955
k141_20591	3.5683453	130.21582
k141_11866	87.45098	196.3987
k141_5091	22054.455	35493.39
k141_7081	0	3.2527232
k141_19022	0.325	14.10625
k141_5092	4.923077	91.07692
k141_11867	18.274391	21.225609
k141_20592	7.2523365	33.023365
k141_7082	5.969697	103.47727
k141_11868	5.9122806	49.403507
k141_19024	13.370968	136.7258
k141_7083	12.536232	274.23187
k141_19025	75.175575	839.084
k141_11869	955.08954	440.38806
k141_20595	98.254906	31.666666
k141_20596	29.657894	441.80264
k141_7085	129.9435	114.768364
k141_19027	63.34375	317.10938
k141_11870	34.113636	385.95456
k141_20597	16.763313	190.57988
k141_11871	42.263157	80.47369
k141_19028	0	4.2043796
k141_20598	25.035715	167.01785
k141_19030	24.555555	16.680555
k141_11873	0	2.792642
k141_20600	0.6764706	16.360294
k141_11874	62.482143	39.767857
k141_19033	2.8407643	37.445858
k141_7086	1257.8265	1256.1364
k141_11875	27.910112	39.842697
k141_20601	10.783505	197.91753
k141_19034	13.6	265.97437
k141_7087	435.77863	507.17557
k141_20602	32.455803	23.400553
k141_11876	269.94824	417.5647
k141_19035	164.0378	1374.3401
k141_19037	0	5.094972
k141_11879	0	3.4636872
k141_19038	2052.8904	225.19635
k141_11880	1.8137255	506.97058
k141_11881	164.38853	150.64969
k141_11882	93.35652	802.8522
k141_20609	0	3.3704398
k141_11884	2007.7235	240.00642
k141_11885	7.028777	45.582733
k141_20610	5.845878	270.94266
k141_5094	0	21.84874
k141_11886	2.857143	30.571428
k141_1354	0	8.09098
k141_5095	3.6842105	28.842106
k141_11887	6.150376	35.00752
k141_5097	0	4.731707
k141_1355	20.902985	47.701492
k141_11888	0	19.352942
k141_20611	0	40.39541
k141_1357	79.48402	412.34705
k141_11889	0	3.237647
k141_20613	1921.1475	555.0118
k141_1358	0	4.095652
k141_11890	55.74046	108.183205
k141_20614	15.209302	12.604651
k141_1360	18.232258	74.63871
k141_11893	2.317647	0.5176471
k141_5098	57.024956	374.82175
k141_20615	0	3.393868
k141_11894	0	2.3612566
k141_1363	58.977444	797.9323
k141_11895	12.621302	176.37279
k141_20616	38.83843	353.27512
k141_1364	0.7217391	26.086956
k141_1365	24.765823	22.284811
k141_11897	0	4.2465754
k141_20619	108.79389	610.0611
k141_1369	22.16	44.44
k141_5100	24.77657	226.67874
k141_11899	32.732143	235.21428
k141_20620	0	6.73743
k141_5101	51.976746	186.79651
k141_1372	28.222221	259.3143
k141_20621	0	4.0901637
k141_20622	40.42857	220.51428
k141_20623	0.5487805	83.19512
k141_19040	187.70862	0
k141_5102	0	66.27404
k141_20624	36.957985	122.28571
k141_11904	0	3.5593667
k141_19041	46.846153	396.64957
k141_5104	46.45	156.88333
k141_19043	3.483871	6.677419
k141_1374	0	9.376506
k141_20626	11.5948715	25.379488
k141_5106	0	45.92511
k141_20627	105.89308	184.73271
k141_19045	1.096	2.542
k141_5107	24.646616	203.58647
k141_7088	0.12307056	7.476571
k141_7089	14366.993	23306.363
k141_5109	3.4948454	133.82474
k141_11905	2913.6787	1862.0376
k141_5110	37.781956	510.3684
k141_7090	48.849205	29.484127
k141_5111	3.3522727	287.51135
k141_11906	21.505747	87.55747
k141_11907	15.358974	29.192308
k141_7091	21.232876	199.90411
k141_19048	0	17.512096
k141_5116	97.70629	313.27274
k141_11908	3313.366	5537.6113
k141_19049	0	2.6234415
k141_20628	3.2506478	6.3996115
k141_1376	0	25.10577
k141_20629	58.525925	79.53333
k141_11909	203.31322	0
k141_5117	394.625	952.8221
k141_1377	6.0576134	59.979424
k141_5118	3.9285715	11.27551
k141_20630	22.879168	163.87083
k141_1378	1.1138211	51.918697
k141_20631	1293.2051	2154.6924
k141_11910	84.87822	1293.1897
k141_5119	140.72368	193.55263
k141_11911	25.22152	157.5
k141_1380	24.89916	375.52942
k141_20632	88.95038	187.9771
k141_7093	3.5964692	8.064313
k141_5120	0	3.1929348
k141_11912	551.92816	0
k141_7094	29.832432	480.23782
k141_1381	2.2529645	58.355732
k141_20633	17.671196	31.402174
k141_7098	6.909091	124.163635
k141_5124	19.527918	343.84772
k141_1383	1338.4192	2440.0957
k141_11914	6.995652	327.73044
k141_9889	0.0040835296	46.091064
k141_5125	57.425373	602.7761
k141_7099	1.0992366	14.4198475
k141_11915	20.691177	368.64706
k141_20634	71.52971	25.388794
k141_9890	24.05814	257.33722
k141_5127	11.789474	24.165413
k141_1386	5.788618	79.01626
k141_9891	0	32.740158
k141_1387	1.6335878	182.61832
k141_7100	0	2.5469027
k141_11917	2.0548172	2.6910298
k141_9892	772.6448	411.92987
k141_1388	20.018248	61.635036
k141_11918	0.8062016	28.573643
k141_7101	2.2759197	1.8461539
k141_11919	2.7094595	27.89865
k141_9893	0	2.764881
k141_1390	47.546665	346.19
k141_11920	9.980392	30.421568
k141_7102	1.4722222	7.838889
k141_9895	0	16.596153
k141_7103	48.47945	182.08904
k141_5128	2625.4824	974.1679
k141_1391	7.966292	25.423222
k141_11921	2.068768	31.808023
k141_5129	52.629032	152.35484
k141_9896	75.63427	560.046
k141_11922	23.77193	63.017544
k141_5130	27.621212	38.93182
k141_1393	52.04054	386.3784
k141_1394	34.602566	77.01282
k141_11923	97.049644	439.75885
k141_1395	33.17293	339.6767
k141_7104	7202.6924	11960.736
k141_20636	149.15616	254.34363
k141_9897	181.21053	800.6063
k141_19050	2.2687306	69.16677
k141_11924	40.668964	87.77931
k141_5131	99.16265	189.61847
k141_9898	4	5
k141_20638	0	11.032258
k141_5132	7	7.56
k141_19052	48.977272	341.43182
k141_11925	201.0506	365.59225
k141_9899	4.55	208.425
k141_5133	0	3.194079
k141_19053	0	25.966291
k141_7105	44.51613	263.05762
k141_11926	0	17.692308
k141_5134	30.188313	258.85065
k141_9900	16.11675	39.31472
k141_11927	0	64.367645
k141_7106	65.66412	176.77863
k141_19054	0	2.6858006
k141_5135	4.1625	5.425
k141_11928	62.04938	488.32098
k141_9903	0	18.27143
k141_5136	109.38043	95.58696
k141_7107	4.167401	107.15859
k141_11929	15.335196	236.40782
k141_19056	2.4	360.47647
k141_7108	0	13.54023
k141_19057	0.51445085	0.89017344
k141_9904	0	4.9432626
k141_11930	40.550438	110.51974
k141_19058	1.1273885	3.9745224
k141_7109	0	9.534091
k141_9907	2.9242425	69.628784
k141_11932	19.64394	752.8333
k141_19059	2.6965175	15.186567
k141_9908	43.677216	142.98734
k141_11934	0	18.156862
k141_19060	42.97452	23.522293
k141_5137	4.4985075	68.11866
k141_9909	8.222222	270.88196
k141_11936	3.8076923	36.903847
k141_5138	3.6111112	17.98611
k141_1397	1335.6406	584.76184
k141_5139	48.871212	114.96212
k141_19063	46.71658	47.93583
k141_1398	72.21547	575.39777
k141_7110	41.422176	135.63072
k141_9912	68.556	524.892
k141_19064	91.07353	909.9853
k141_5142	0	3.8269231
k141_9913	143.35838	889.65894
k141_7112	0	22.46591
k141_19065	20.058823	25.82353
k141_7113	0	10.253333
k141_9914	2.265823	66.43038
k141_20640	1.6213561	58.135933
k141_7115	0	1.4324324
k141_5143	0	43.54717
k141_19069	16.25	547.5375
k141_7116	4.356436	47.475246
k141_11938	2028.4767	1273.0138
k141_5144	32.36842	33.842106
k141_9915	7.0020328	419.76828
k141_19070	44.958904	46.09589
k141_20641	1.1911504	3.3663716
k141_11939	35.756096	198.0683
k141_20642	17.147541	56.01639
k141_11940	85.349205	748.84125
k141_9918	0	1.5813954
k141_5147	1.141129	3.1330645
k141_20643	1.3053435	16.717558
k141_1400	0	5.6321545
k141_7119	74.21638	367.1111
k141_5148	64.62069	83.39081
k141_9919	146.30667	238.15334
k141_20644	9.09396	252.90604
k141_11941	0	11.411017
k141_1401	44.18919	405.6757
k141_19077	0	3.3653846
k141_7121	29.954199	33.32061
k141_5149	25.342976	14.876033
k141_20645	105.69099	0
k141_11943	5.859375	320.40625
k141_1403	40.717556	126.24428
k141_20646	0	1.9055556
k141_5150	56.160305	69.29008
k141_9920	30.02559	125.458664
k141_11944	123.357544	197.92178
k141_5151	15.1	45.5875
k141_20647	0	35.938015
k141_5153	78.57937	176.19048
k141_9921	4.607306	56.833332
k141_7124	31.047493	345.73352
k141_5154	114.52846	123.61789
k141_9922	0	10.555555
k141_20651	6192.579	9675.714
k141_1404	0	3.5111327
k141_9923	14.285714	264.7143
k141_9924	19.666666	55.866665
k141_1405	0	0.31851852
k141_5155	48.827507	571.5315
k141_1407	214.95488	331.21805
k141_9925	63.82251	346.12122
k141_20656	0	4.0441175
k141_1408	8.231343	408.95523
k141_9926	0.5041322	21.413223
k141_1411	0.7590361	1.4578314
k141_20661	24.195488	315.57144
k141_20665	12.923077	113.628204
k141_20666	38.238094	91.7619
k141_5156	88.70538	1007.4416
k141_9927	5056.125	7930.9224
k141_5157	1089.6931	239.82178
k141_11945	0	50.337387
k141_9928	8909.863	14836.167
k141_20667	46.137184	241.48737
k141_19079	3393.558	2213.7654
k141_5158	2.5079365	12.031746
k141_20668	3.4	75.14667
k141_11946	0	1.8791208
k141_5159	0	102.3
k141_19081	10.610063	110.232704
k141_9931	15.643678	71.24712
k141_19082	31.027027	332.28378
k141_20669	4380.4395	7089.5024
k141_9932	0	6.1471863
k141_5161	1.99	5.18
k141_9933	74.1358	661.41974
k141_20670	10.503906	26.003906
k141_5162	47.705357	512.25
k141_9934	0	1.886076
k141_19085	2369.7795	3866.4033
k141_5163	61.29787	316.461
k141_9935	24.632479	73.45299
k141_5164	53.450382	121.1145
k141_20674	0	3.1509433
k141_9937	0.92511016	21.704845
k141_19086	0	3.9510763
k141_5165	11.114504	34.625954
k141_9938	1.78125	20.875
k141_20676	63.537815	478.86554
k141_19087	0	1.8882681
k141_5166	91.85799	372.11243
k141_19089	1.7193878	2.5408163
k141_20677	52.712803	668.47754
k141_20678	10.7	39.233334
k141_19090	405.14667	762.7733
k141_19091	2.6853933	93.134834
k141_7125	155.42477	266.5179
k141_5167	90.928314	1747.518
k141_7126	19.424242	16.212122
k141_1412	61.833332	103.149414
k141_19093	0	1.3554217
k141_5169	8.413534	575.6692
k141_1413	69.88189	254.91339
k141_19094	81.76415	549.4245
k141_20679	250.92508	168.92795
k141_5172	39.16456	30.873417
k141_9941	0	12.494659
k141_20680	57.954887	368.13535
k141_19095	282.22635	591.404
k141_1416	86.034485	287.26724
k141_5173	12.078125	119.578125
k141_20681	29.496183	28.526718
k141_9943	40.599033	544.2174
k141_19097	17.495575	446.38937
k141_5174	5.8985505	127.79227
k141_20684	6.621951	36.780487
k141_19099	1.8285714	36.885715
k141_19100	50.17557	127.62595
k141_5176	2299.3513	3443.2231
k141_7127	65.15824	335.92444
k141_19101	0	21.28866
k141_7129	27.551723	192.58621
k141_19103	49.959595	425.70706
k141_9944	105.40869	862.7269
k141_1418	8.724049	527.4896
k141_1419	0.3195266	3.627219
k141_19104	9.9154415	565.9927
k141_9945	26.23202	596.58704
k141_19105	394.8855	65.32061
k141_9946	78.26515	453.8409
k141_19107	17.6	121.666664
k141_9947	26.931034	17.568966
k141_19108	9.244898	87.85714
k141_9948	0	2.0876288
k141_19109	0.9768977	14.316832
k141_9949	109.8396	609.2932
k141_19112	48.49107	187.41965
k141_9950	17.745455	26.290909
k141_20685	538.95184	0
k141_9951	1.9017341	3.7109826
k141_19113	25.260416	287.09375
k141_20687	1	16.578125
k141_9952	0	3.508982
k141_19114	19.045454	281.26263
k141_20688	49.548782	146.56097
k141_19115	99.18285	605.4514
k141_20690	24.62264	24.679245
k141_19116	24.263159	30.14035
k141_20692	86.51908	223.64122
k141_19117	21.406557	242.35738
k141_19118	11.658537	89.92683
k141_9953	8.036346	104.01771
k141_19119	78.61972	704.05634
k141_20693	441.79013	637.5432
k141_19121	1.7218045	2.02005
k141_19124	7.082707	60.849625
k141_19125	77.10656	494.2377
k141_9954	3.2655368	14.981921
k141_19126	20.032967	193.47253
k141_19127	3	85.666664
k141_9955	0	13.402985
k141_19128	2	21.884615
k141_19129	0	2.6638656
k141_9956	0.43448275	16.534483
k141_19131	117.40252	164.07547
k141_1420	0	50.870594
k141_19134	6	70.623375
k141_1422	0	14.234178
k141_1423	1.9166666	37.340908
k141_1424	6.7912087	114.7033
k141_1425	51.17857	94.17857
k141_19137	0	22.170818
k141_9957	0	63.102703
k141_20694	186.24837	0
k141_19138	66.19266	336.34863
k141_1426	2155.7246	345.39886
k141_19139	23.81955	238.22557
k141_7130	3424.9238	1827.3044
k141_1427	11.727273	58.06818
k141_1428	0.9433962	56.981133
k141_9959	6.9156013	99.01791
k141_1430	14.092308	34.380768
k141_9961	38.992424	712.5455
k141_5177	0	10.471838
k141_9963	7.1555076	36.21382
k141_19140	0	9.921887
k141_7132	18.430769	169.75385
k141_5178	3450.624	5283.1284
k141_9964	11.835821	162.92537
k141_9965	0	95.379745
k141_1431	2.8688097	5.03649
k141_19144	46.81955	426.82706
k141_1432	94.89474	123.14286
k141_7134	52.534615	124.70962
k141_15670	0	23.649584
k141_7135	40.855072	160.13043
k141_9967	0	3.7769232
k141_7136	35.177418	101.59677
k141_7137	44.828403	198.64497
k141_9968	2.963989	70.750694
k141_7138	5.803279	35.72131
k141_1435	40.432808	536.5514
k141_15671	211.53412	1588.6661
k141_9969	117.96023	116.38636
k141_7139	22.689394	57.03788
k141_7141	9.607527	232.42473
k141_15674	9.581197	31.068377
k141_9970	111.239296	171.30983
k141_5179	0	12.023655
k141_15675	0	142
k141_1436	0	22.207489
k141_9971	55.42	89.77333
k141_15676	816.64	179.76666
k141_5180	14.705556	170.58888
k141_7143	0	2.6828358
k141_7144	126.77612	169.77612
k141_15678	0	3.8333333
k141_7145	19.78395	54.185184
k141_1437	500.41757	0
k141_15680	31.72455	965.8503
k141_5181	7733.181	13016.697
k141_1438	53.923664	86.862595
k141_15681	11.53	288.7
k141_7147	31.172548	541.06274
k141_1439	28.292683	431.52032
k141_15682	44.371212	485.12878
k141_20695	3390.402	2432.8794
k141_7148	19.383562	45.90411
k141_9974	0	3.9289942
k141_20696	9.671053	36.92105
k141_15684	27.48855	49.923664
k141_1440	174	0
k141_9975	25.93421	96.86842
k141_7149	27.040651	25.390244
k141_1441	16.881578	11.447369
k141_15685	2.0379148	29.957346
k141_9976	13.700934	15.841122
k141_5182	11.818956	116.11608
k141_1442	8	32.350876
k141_5183	1.7910448	178.06717
k141_15686	9.537906	191.7148
k141_1445	2	44.54386
k141_9977	98.96208	0
k141_7151	25.391521	405.7955
k141_15687	0.49333334	31.32
k141_19146	3.7623427	6.8129125
k141_1447	0	14.774194
k141_7152	1.678899	18.25688
k141_5184	94.17867	187.85303
k141_15688	2.486166	36
k141_5185	9.6875	109.458336
k141_9978	0	3.0254238
k141_7153	1851.855	2935.4504
k141_1448	165.81464	520.2049
k141_19147	19.679667	312.71588
k141_1449	1207.7086	416.67715
k141_7154	113.48223	446.74112
k141_9980	196.18628	398.95587
k141_15689	0.35492957	36.507042
k141_19148	136.41791	1367.597
k141_15690	39.945206	200.65753
k141_1450	32.623077	84.35769
k141_19149	0	32.290077
k141_19150	177.36646	347.1801
k141_7156	0	17.450678
k141_5187	0	47.336086
k141_1451	65.382286	86.02592
k141_19151	2.8461537	375.76923
k141_15692	8.581614	101.22514
k141_7157	59.057693	735.4359
k141_19152	0	2.2727273
k141_15693	68.26515	120.780304
k141_15694	55.53982	109.0354
k141_1454	0.28225806	8.475806
k141_19153	74.29457	231.13954
k141_5188	0	3.4915888
k141_7161	5.495413	91.76147
k141_1455	74.40357	147.625
k141_11947	4.594953	8.050105
k141_1457	47.857143	417.32144
k141_5189	25.044521	85.93493
k141_15695	2.7305388	1.1871258
k141_19157	80.51515	459.18182
k141_5191	24.84466	78.67961
k141_19158	108.29365	90.5
k141_7163	8.348684	149.9101
k141_1458	43.812103	296.49683
k141_11948	0	65.07773
k141_15697	2325.7126	1249.3848
k141_1459	1.8215963	56.967136
k141_19159	10.54416	66.33048
k141_20697	649.8483	0
k141_11950	2.8544304	39.911392
k141_1460	0	53.54
k141_7164	4.959596	18.30707
k141_5194	1930.0322	402.6156
k141_1461	657.59564	205.19125
k141_19160	301.859	236.99016
k141_15698	0	10.059749
k141_5196	59.698414	39.99206
k141_20701	5.412214	288.5038
k141_15699	0.94736844	81.20301
k141_1462	0	3.4612677
k141_19162	0	1.0104166
k141_5197	2.639535	30.744186
k141_9984	2.1557612	21.592085
k141_1463	25.157408	41.546295
k141_15700	5.0305343	92.65649
k141_20703	0	75.08889
k141_5198	0	12.876923
k141_11953	167.35551	73.01901
k141_19164	115.36539	821.96796
k141_1464	23.063242	209.57312
k141_9986	75.45763	186.37288
k141_19165	27.954546	95.954544
k141_19166	0.7777778	34.86111
k141_9988	13.902985	140.44029
k141_7165	107.191536	533.86224
k141_9989	85.260506	43.37815
k141_19167	48.267326	84.0594
k141_5199	52.352287	879.8613
k141_11954	1.3125	2.87125
k141_9990	401.5	135.35606
k141_5200	8.944445	213.7284
k141_11955	3.4782608	43.35404
k141_9991	0	2.9028213
k141_19168	105.67872	33.463856
k141_19170	0	23.094595
k141_11958	0	35.474136
k141_11959	49.259617	520.6731
k141_5201	3.357143	1.4665178
k141_19171	11.918919	404.5165
k141_11960	66.62295	293.9836
k141_9995	0	2.256329
k141_11961	39.74286	300.2381
k141_19172	31.87848	331.09872
k141_9996	0	7.7939696
k141_9997	38.86232	165.73189
k141_19173	6.272	41.984
k141_9998	0	7.9270835
k141_19174	63.328766	533.50226
k141_9999	51.684467	796.7767
k141_11965	27.283333	107.15
k141_10001	11.4827585	18.836206
k141_1466	11.327637	556.7859
k141_7166	0.37362638	56.14139
k141_11967	15.928572	185.68571
k141_1467	145.29771	158.43512
k141_10002	0	3.2079773
k141_7167	3.9011629	10.872093
k141_20705	0	8.056752
k141_1470	9.043478	147.60869
k141_20707	13.923809	269.21906
k141_10003	0.15176152	213.5962
k141_19175	11.792579	25.393911
k141_11968	33.375458	333.28937
k141_20708	1.3560606	32.43182
k141_11969	9.181818	176.27272
k141_19176	1.3214285	15.803572
k141_11970	2	36.19298
k141_10010	0.91463417	37.09756
k141_10011	45.366413	155.96947
k141_19178	16.160877	427.6307
k141_19179	25.714285	365.5934
k141_15703	0	31.914276
k141_19180	31.273333	33.306667
k141_15704	554.0645	934.6839
k141_5203	2480.672	2746.4517
k141_15707	0	16.791044
k141_5204	2.774648	6.8450704
k141_19183	35.6682	434.95853
k141_15708	120.3924	210.47469
k141_10012	0	126.24574
k141_19184	0	4.6906476
k141_10013	26.77143	459.82858
k141_15709	0	1.1904762
k141_19185	194.79546	74.871216
k141_10014	115.65158	550.5656
k141_19186	3.1496062	16.035433
k141_15710	529.0077	1788.5333
k141_19188	14.106061	118.22727
k141_19189	21.173077	208.6923
k141_5206	0	30.245195
k141_19190	31.508196	705.16394
k141_15711	0	222.58253
k141_10016	123.16821	153.47682
k141_5207	115.02545	374.02908
k141_15712	70.43609	389.53384
k141_15713	27.404959	567.3058
k141_11971	5.127414	10.117287
k141_5208	0.31617647	139.71324
k141_19196	0.41358024	10.37037
k141_5210	0	5.6292133
k141_11972	443.2216	488.27988
k141_5211	106.2809	253.14607
k141_19199	36.833332	62.40625
k141_19200	5.271028	29.616823
k141_5212	195.24	629.88
k141_11973	200.80339	0
k141_19201	1054.507	208.83333
k141_15714	82.63619	130.84409
k141_11974	699.8777	771.6187
k141_19202	0	6.9603176
k141_15715	15.551155	59.59076
k141_5213	0.57698816	48.614212
k141_11975	506.85425	0
k141_15716	1.8450705	233.1831
k141_19204	1.1090909	14.763637
k141_11976	366.14505	158.66412
k141_5214	1.1327014	35.606636
k141_19205	32.481014	54.92405
k141_11977	17.778847	64.03846
k141_19206	47.55102	28.435373
k141_5216	0	3.6060605
k141_15718	0	38.17143
k141_19208	36.427483	44.335876
k141_11979	88.44827	192.10574
k141_19209	67.41139	260.05063
k141_5217	1.1508704	111.4971
k141_15720	34.632275	278.30423
k141_5218	1	15.421053
k141_19211	16.75	24.464285
k141_11981	3.1788619	324
k141_5219	2.3731344	53.49254
k141_19212	0	21.578947
k141_19213	4.8421054	218.80702
k141_11983	5.6666665	21.724638
k141_5220	0.398773	86.28221
k141_15722	0.3960396	143.39604
k141_11984	12.32381	92.12381
k141_15723	0.85714287	8.62987
k141_11985	10.716312	33.86525
k141_15724	0.37121212	13.143939
k141_19217	31.192772	298.19278
k141_5223	33.00599	72.61677
k141_5224	18.52381	506.7143
k141_15725	0	27.093023
k141_11986	156.20218	258.51367
k141_5226	5.6811595	11.652174
k141_11987	0.6793893	29.694656
k141_15726	94.72905	1374.2487
k141_19218	64.63481	1540.732
k141_15727	0	11.443609
k141_19219	0	2.194872
k141_5227	505.1707	0
k141_15729	5.724138	79.63219
k141_1471	0	50.973457
k141_15730	2.4015152	49.56818
k141_5229	237.58139	354.58722
k141_15731	0	3.005917
k141_1474	530.8958	868.3333
k141_10017	5.2306437	10.695014
k141_15732	0	2.5201614
k141_7169	10.661545	44.82766
k141_10018	70.55769	226.39743
k141_5231	164.21896	0
k141_7173	76.46667	282.6
k141_5233	49.760868	0
k141_15733	0.9399399	49.684685
k141_19220	4.1640997	2.581161
k141_5235	0	23.95699
k141_10020	2.6590257	6.8309455
k141_7175	7.6213236	14.6029415
k141_5236	5.3885713	479.66287
k141_19221	0.2647059	4.2843137
k141_15734	143.33882	344.0954
k141_7176	125.78641	802.72815
k141_11989	0.048331417	8.106253
k141_15735	705.75806	97.44758
k141_19222	3473.306	5782.3687
k141_7177	1.4623656	330.60645
k141_10021	0	9.242479
k141_7180	0	2.4601226
k141_5238	0.62553555	13.998286
k141_10023	49.26592	411.29962
k141_11990	5.4231973	4.7523513
k141_7181	0	2.6390042
k141_11991	2.2666667	9.1
k141_10025	0.66486484	2.2054055
k141_11992	82.9441	980.29816
k141_7182	0	19.008621
k141_7183	2.548387	103.80645
k141_15736	216.76067	481.43365
k141_10028	0	2.6116505
k141_11994	4	100.63793
k141_5239	9.801609	69.851204
k141_15737	12.076271	157.75424
k141_7184	10.11041	129.84859
k141_5240	0	16.993977
k141_7185	34.98052	78.844154
k141_15738	8.90196	29.392157
k141_10029	0	1.9305556
k141_11995	155.95766	790.94464
k141_10030	54.47619	359.2976
k141_5241	0	93.81216
k141_11998	1559.831	186.66891
k141_5242	5.9384613	121.33846
k141_11999	4.9615383	89.48077
k141_15741	364.1613	742.2366
k141_7186	0	6.0268455
k141_5243	1.9655173	21.51724
k141_5244	1	8.295082
k141_7187	36.02	108.51
k141_5246	0	10.583333
k141_12000	198.4261	507.51248
k141_5247	15.406779	204.59322
k141_1475	0.47120813	23.84475
k141_12001	40	123.61062
k141_5248	19.736841	9.074561
k141_1476	37.132355	358.10294
k141_12002	33.385185	41.51852
k141_5249	374.00922	197.6129
k141_12003	2722.8223	4088.5889
k141_5250	1290.9697	685.5
k141_1477	118.27928	0
k141_12004	0	2.6285715
k141_1478	27.013514	249.40541
k141_5253	0	2.5
k141_12005	29.977272	175.89394
k141_20709	0	44.177498
k141_12006	69.789474	497.4862
k141_20710	8.833333	20.075758
k141_20711	0	3.6682465
k141_12007	1.929368	36.468403
k141_12008	23.333334	227.14035
k141_1482	281.3913	1353.3558
k141_10032	135.52577	210.0388
k141_20713	7.2724357	218.05128
k141_1483	12.882682	66.21229
k141_10033	5.620482	598.8675
k141_12009	18980.723	28464.42
k141_20714	29.28	64.21333
k141_10034	100.7764	640.73914
k141_1485	0	2.3459916
k141_12011	1391.0741	370.78705
k141_15742	0	8.842327
k141_10035	31.891891	197.72974
k141_20716	27.77931	240.50345
k141_15743	70.02913	113.281555
k141_1487	1.7473118	1.8225807
k141_20717	1227.3896	1237.883
k141_10036	85.94819	94.94819
k141_15744	0	2.0611353
k141_1490	6.4220185	89.85321
k141_15745	3.9322033	113.745766
k141_20718	0	3.8582678
k141_10037	113.287636	0
k141_15746	4.1904764	274.1905
k141_13949	3746.4434	5931.589
k141_15747	0	3.8380282
k141_20719	0	48.150913
k141_15748	51.357143	108.29762
k141_13950	28.960869	179.6826
k141_10041	0	2.945946
k141_1491	105.80262	1675.3292
k141_13951	0	3.0702703
k141_1492	14.8396225	59.481133
k141_10042	23.11675	294.14722
k141_5254	782.9533	0
k141_13952	133.95146	216.26213
k141_1493	0	69.23404
k141_20720	0	3.0622222
k141_13953	3	45.122807
k141_1494	4.5595236	248.40475
k141_1495	0.84615386	158.21153
k141_13954	107.65	254.96666
k141_20721	30.5114	184.4723
k141_5256	18.353613	48.96198
k141_1496	0	58.717392
k141_20722	8.197183	138.32394
k141_1497	23.78395	152.0679
k141_13955	0	2.4700665
k141_5260	46.583332	240.95454
k141_20723	0	12.551155
k141_20724	54.140846	176.61972
k141_5263	8.807017	118.2807
k141_1502	0	10.756098
k141_5264	18.956522	340.4565
k141_20725	33.526043	67.63021
k141_13956	14.630986	805.89294
k141_5265	6.988166	78.24852
k141_20726	0.24757281	0.8252427
k141_5266	4.0397725	39.522728
k141_20727	33	364.60605
k141_5267	11.841463	11.341463
k141_20728	469.31348	0
k141_5268	0	2.1538463
k141_19223	0.05467372	24.162443
k141_13957	117.54986	653.2469
k141_20729	15.307693	26.782051
k141_5269	4.490909	204.63637
k141_13958	12.34375	106.828125
k141_19224	18.566137	308.05292
k141_20730	66.75572	236.29007
k141_5272	0	5.2190475
k141_13959	2.729075	36.647575
k141_19226	46.603657	297.91464
k141_20731	159.77655	0
k141_13961	38.353447	416.5431
k141_19227	1172.2325	179.60464
k141_20732	136.76404	227.88763
k141_5274	157.72316	948.37415
k141_13963	214.07822	166.45251
k141_20733	3.7153025	219.41281
k141_19231	113.354164	254.31944
k141_5275	88.164986	491.32996
k141_5276	0.9327731	5.071429
k141_12013	190.15202	0
k141_19233	0	11.582492
k141_5277	21.25974	313.87662
k141_5278	1.6725147	16.116959
k141_12014	0	4.7976975
k141_19234	0	2.4114907
k141_13964	0	4.556231
k141_12015	7.8818564	4.1624475
k141_20735	0.84087884	42.21172
k141_19236	0	2.9342105
k141_12016	19.344372	593.8079
k141_20736	99.97531	68.049385
k141_19237	35.54054	197.32433
k141_12017	3	133.66667
k141_1503	0	51.28678
k141_20737	1.2748091	80.96947
k141_19238	11.793103	90.413795
k141_19239	34.30682	25.329546
k141_1504	1	36.484848
k141_19240	282.0345	54.436783
k141_13966	10.893064	119.09682
k141_13967	2.252101	3.815126
k141_19241	0	25.681318
k141_20738	19.311111	135.94444
k141_13968	2.1721854	35.39735
k141_19242	14.775862	186.86208
k141_1505	121.446465	724.6647
k141_20739	5.1460676	0
k141_13969	4.564706	6.211765
k141_7188	5.239631	8.921347
k141_5279	0.14355123	7.007067
k141_1506	19.131868	257.35165
k141_5281	21.205479	123.38356
k141_1507	1.3436123	55.264317
k141_1508	32.58657	229.84453
k141_13970	0	4.2427745
k141_5285	13.7863245	154.23932
k141_19243	171.355	0
k141_1510	223.87195	292.11584
k141_5286	0	2.7413793
k141_10043	4.643947	8.197126
k141_19244	398.2072	39.504505
k141_1511	20.83721	231.64342
k141_19245	0	1.474026
k141_5287	22.65064	213.07051
k141_10044	59.85606	336.14395
k141_5288	119.366196	121.19718
k141_1513	49.877697	74.93525
k141_13971	2034.0449	760.6064
k141_10045	13.646552	437.05603
k141_1514	5.335	67.63
k141_19246	269.84277	594.6541
k141_10046	0	8.477876
k141_13972	145.0257	0
k141_19247	0	13.866198
